"Data","Último","Abertura","Máxima","Mínima","Var%"
"13.10.2020","902,346","902,346","902,346","902,346","0,11%"
"12.10.2020","901,393","901,393","901,393","901,393","-0,02%"
"09.10.2020","901,607","901,607","901,607","901,607","0,19%"
"08.10.2020","899,913","899,913","899,913","899,913","0,08%"
"07.10.2020","899,170","899,170","899,170","899,170","-0,30%"
"06.10.2020","901,874","901,874","901,874","901,874","0,62%"
"05.10.2020","896,346","896,346","896,346","896,346","-0,68%"
"02.10.2020","902,506","902,506","902,506","902,506","-0,05%"
"01.10.2020","902,922","902,922","902,922","902,922","0,08%"
"30.09.2020","902,178","902,178","902,178","902,178","0,13%"
"29.09.2020","901,045","901,045","901,045","901,045","-0,95%"
"28.09.2020","909,665","909,665","909,665","909,665","0,04%"
"25.09.2020","909,317","909,317","909,317","909,317","0,45%"
"24.09.2020","905,234","905,234","905,234","905,234","-0,05%"
"23.09.2020","905,665","905,665","905,665","905,665","0,17%"
"22.09.2020","904,132","904,132","904,132","904,132","0,15%"
"21.09.2020","902,794","902,794","902,794","902,794","-0,53%"
"18.09.2020","907,566","907,566","907,566","907,566","0,08%"
"17.09.2020","906,818","906,818","906,818","906,818","-0,22%"
"16.09.2020","908,851","908,851","908,851","908,851","-0,18%"
"15.09.2020","910,499","910,499","910,499","910,499","0,13%"
"14.09.2020","909,350","909,350","909,350","909,350","0,02%"
"11.09.2020","909,200","909,200","909,200","909,200","-0,14%"
"10.09.2020","910,457","910,457","910,457","910,457","-0,09%"
"09.09.2020","911,319","911,319","911,319","911,319","-0,05%"
"08.09.2020","911,780","911,780","911,780","911,780","-0,16%"
"07.09.2020","913,197","913,197","913,197","913,197","0,19%"
"04.09.2020","911,432","911,432","911,432","911,432","0,22%"
"03.09.2020","909,464","909,464","909,464","909,464","-0,01%"
"02.09.2020","909,519","909,519","909,519","909,519","-0,10%"
"01.09.2020","910,387","910,387","910,387","910,387","0,04%"
"31.08.2020","910,038","910,038","910,038","910,038","0,20%"
"28.08.2020","908,263","908,263","908,263","908,263","-0,12%"
"27.08.2020","909,337","909,337","909,337","909,337","-0,30%"
"26.08.2020","912,058","912,058","912,058","912,058","-0,03%"
"25.08.2020","912,327","912,327","912,327","912,327","0,17%"
"24.08.2020","910,745","910,745","910,745","910,745","0,08%"
"21.08.2020","909,984","909,984","909,984","909,984","0,02%"
"20.08.2020","909,839","909,839","909,839","909,839","-0,21%"
"19.08.2020","911,761","911,761","911,761","911,761","0,27%"
"18.08.2020","909,343","909,343","909,343","909,343","0,02%"
"17.08.2020","909,198","909,198","909,198","909,198","-0,05%"
"14.08.2020","909,675","909,675","909,675","909,675","0,02%"
"13.08.2020","909,531","909,531","909,531","909,531","-0,21%"
"12.08.2020","911,471","911,471","911,471","911,471","-0,01%"
"11.08.2020","911,539","911,539","911,539","911,539","-0,21%"
"10.08.2020","913,496","913,496","913,496","913,496","-0,05%"
"07.08.2020","913,991","913,991","913,991","913,991","0,22%"
"06.08.2020","911,959","911,959","911,959","911,959","-0,12%"
"05.08.2020","913,085","913,085","913,085","913,085","-0,12%"
"04.08.2020","914,217","914,217","914,217","914,217","-0,08%"
"03.08.2020","914,931","914,931","914,931","914,931","-0,06%"
"31.07.2020","915,435","915,435","915,435","915,435","0,39%"
"30.07.2020","911,899","911,899","911,899","911,899","-0,08%"
"29.07.2020","912,611","912,611","912,611","912,611","0,20%"
"28.07.2020","910,772","910,772","910,772","910,772","-0,10%"
"27.07.2020","911,698","911,698","911,698","911,698","0,41%"
"24.07.2020","907,942","907,942","907,942","907,942","0,48%"
"23.07.2020","903,561","903,561","903,561","903,561","-0,33%"
"22.07.2020","906,592","906,592","906,592","906,592","0,02%"
"21.07.2020","906,448","906,448","906,448","906,448","-0,01%"
"20.07.2020","906,516","906,516","906,516","906,516","0,06%"
"17.07.2020","905,945","905,945","905,945","905,945","0,20%"
"16.07.2020","904,093","904,093","904,093","904,093","0,11%"
"15.07.2020","903,092","903,092","903,092","903,092","-0,15%"
"14.07.2020","904,440","904,440","904,440","904,440","0,04%"
"13.07.2020","904,079","904,079","904,079","904,079","0,18%"
"10.07.2020","902,433","902,433","902,433","902,433","-0,05%"
"09.07.2020","902,928","902,928","902,928","902,928","-0,25%"
"08.07.2020","905,148","905,148","905,148","905,148","-0,10%"
"07.07.2020","906,084","906,084","906,084","906,084","-0,01%"
"06.07.2020","906,158","906,158","906,158","906,158","0,06%"
"03.07.2020","905,582","905,582","905,582","905,582","-0,10%"
"02.07.2020","906,525","906,525","906,525","906,525","0,33%"
"01.07.2020","903,558","903,558","903,558","903,558","-0,03%"
"30.06.2020","903,847","903,847","903,847","903,847","0,18%"
"29.06.2020","902,180","902,180","902,180","902,180","0,11%"
"26.06.2020","901,164","901,164","901,164","901,164","0,04%"
"25.06.2020","900,799","900,799","900,799","900,799","-0,15%"
"24.06.2020","902,176","902,176","902,176","902,176","0,09%"
"23.06.2020","901,375","901,375","901,375","901,375","-0,01%"
"22.06.2020","901,446","901,446","901,446","901,446","0,19%"
"19.06.2020","899,768","899,768","899,768","899,768","-0,06%"
"18.06.2020","900,276","900,276","900,276","900,276","-0,01%"
"17.06.2020","900,347","900,347","900,347","900,347","-0,08%"
"16.06.2020","901,079","901,079","901,079","901,079","0,33%"
"15.06.2020","898,075","898,075","898,075","898,075","-0,35%"
"12.06.2020","901,227","901,227","901,227","901,227","0,07%"
"11.06.2020","900,566","900,566","900,566","900,566","0,09%"
"10.06.2020","899,757","899,757","899,757","899,757","0,31%"
"09.06.2020","896,963","896,963","896,963","896,963","-0,03%"
"08.06.2020","897,253","897,253","897,253","897,253","-0,43%"
"05.06.2020","901,089","901,089","901,089","901,089","0,04%"
"04.06.2020","900,721","900,721","900,721","900,721","-0,13%"
"03.06.2020","901,914","901,914","901,914","901,914","0,34%"
"02.06.2020","898,872","898,872","898,872","898,872","0,21%"
"01.06.2020","896,944","896,944","896,944","896,944","0,07%"
"29.05.2020","896,350","896,350","896,350","896,350","0,19%"
"28.05.2020","894,643","894,643","894,643","894,643","0,04%"
"27.05.2020","894,268","894,268","894,268","894,268","-0,26%"
"26.05.2020","896,569","896,569","896,569","896,569","0,99%"
"25.05.2020","887,751","887,751","887,751","887,751","-0,11%"
"22.05.2020","888,696","888,696","888,696","888,696","0,27%"
"21.05.2020","886,323","886,323","886,323","886,323","-0,08%"
"20.05.2020","887,046","887,046","887,046","887,046","-0,13%"
"19.05.2020","888,218","888,218","888,218","888,218","0,17%"
"18.05.2020","886,724","886,724","886,724","886,724","0,45%"
"15.05.2020","882,792","882,792","882,792","882,792","0,57%"
"14.05.2020","877,772","877,772","877,772","877,772","-0,91%"
"13.05.2020","885,794","885,794","885,794","885,794","-0,41%"
"12.05.2020","889,438","889,438","889,438","889,438","-0,11%"
"11.05.2020","890,406","890,406","890,406","890,406","0,30%"
"08.05.2020","887,775","887,775","887,775","887,775","0,22%"
"07.05.2020","885,820","885,820","885,820","885,820","0,63%"
"06.05.2020","880,291","880,291","880,291","880,291","-0,21%"
"05.05.2020","882,134","882,134","882,134","882,134","0,73%"
"04.05.2020","875,726","875,726","875,726","875,726","-0,53%"
"01.05.2020","880,402","880,402","880,402","880,402","0,22%"
"30.04.2020","878,448","878,448","878,448","878,448","0,27%"
"29.04.2020","876,048","876,048","876,048","876,048","0,91%"
"28.04.2020","868,120","868,120","868,120","868,120","-0,16%"
"27.04.2020","869,484","869,484","869,484","869,484","-1,90%"
"24.04.2020","886,350","886,350","886,350","886,350","-0,24%"
"23.04.2020","888,472","888,472","888,472","888,472","-0,60%"
"22.04.2020","893,830","893,830","893,830","893,830","0,52%"
"21.04.2020","889,233","889,233","889,233","889,233","0,79%"
"20.04.2020","882,235","882,235","882,235","882,235","-0,19%"
"17.04.2020","883,893","883,893","883,893","883,893","0,15%"
"16.04.2020","882,592","882,592","882,592","882,592","0,15%"
"15.04.2020","881,292","881,292","881,292","881,292","0,38%"
"14.04.2020","877,945","877,945","877,945","877,945","0,69%"
"13.04.2020","871,901","871,901","871,901","871,901","-0,15%"
"10.04.2020","873,252","873,252","873,252","873,252","0,20%"
"09.04.2020","871,501","871,501","871,501","871,501","1,03%"
"08.04.2020","862,592","862,592","862,592","862,592","-0,47%"
"07.04.2020","866,651","866,651","866,651","866,651","-0,08%"
"06.04.2020","867,369","860,884","860,884","860,884","0,51%"
"03.04.2020","862,928","863,599","863,599","863,599","0,07%"
"02.04.2020","862,296","862,296","862,296","862,296","0,07%"
"01.04.2020","861,663","865,029","865,029","865,029","-0,45%"
"31.03.2020","865,524","863,273","863,273","863,273","0,70%"
"30.03.2020","859,500","859,500","859,500","859,500","0,81%"
"27.03.2020","852,629","852,629","852,629","852,629","-0,60%"
"26.03.2020","857,780","857,780","857,780","857,780","2,18%"
"25.03.2020","839,484","839,484","839,484","839,484","1,59%"
"24.03.2020","826,338","826,338","826,338","826,338","0,88%"
"23.03.2020","819,104","819,104","819,104","819,104","-1,26%"
"20.03.2020","829,531","829,531","829,531","829,531","1,70%"
"19.03.2020","815,681","815,681","815,681","815,681","-2,76%"
"18.03.2020","838,868","838,868","838,868","838,868","-1,80%"
"17.03.2020","854,203","854,203","854,203","854,203","2,55%"
"16.03.2020","832,982","832,982","832,982","832,982","-0,94%"
"13.03.2020","840,881","840,881","840,881","840,881","0,89%"
"12.03.2020","833,422","833,422","833,422","833,422","-2,84%"
"11.03.2020","857,744","857,744","857,744","857,744","-0,77%"
"10.03.2020","864,428","864,428","864,428","864,428","0,07%"
"09.03.2020","863,789","863,789","863,789","863,789","-0,51%"
"06.03.2020","868,240","868,240","868,240","868,240","-0,01%"
"05.03.2020","868,300","868,300","868,300","868,300","-0,73%"
"04.03.2020","874,683","874,683","874,683","874,683","0,53%"
"03.03.2020","870,057","870,057","870,057","870,057","0,18%"
"02.03.2020","868,483","868,483","868,483","868,483","0,64%"
"28.02.2020","862,950","862,950","862,950","862,950","0,16%"
"27.02.2020","861,611","861,611","861,611","861,611","-0,33%"
"26.02.2020","864,458","864,458","864,458","864,458","0,14%"
"25.02.2020","863,292","863,292","863,292","863,292","0,00%"
"24.02.2020","863,292","863,292","863,292","863,292","0,05%"
"21.02.2020","862,882","862,882","862,882","862,882","-0,14%"
"20.02.2020","864,108","864,108","864,108","864,108","0,18%"
"19.02.2020","862,527","862,527","862,527","862,527","-0,03%"
"18.02.2020","862,817","862,817","862,817","862,817","0,05%"
"17.02.2020","862,406","862,406","862,406","862,406","0,27%"
"14.02.2020","860,122","860,122","860,122","860,122","0,16%"
"13.02.2020","858,773","858,773","858,773","858,773","-0,03%"
"12.02.2020","859,060","859,060","859,060","859,060","0,10%"
"11.02.2020","858,177","858,177","858,177","858,177","0,21%"
"10.02.2020","856,357","856,357","856,357","856,357","0,05%"
"07.02.2020","855,940","855,940","855,940","855,940","-0,39%"
"06.02.2020","859,281","859,281","859,281","859,281","0,10%"
"05.02.2020","858,395","858,395","858,395","858,395","0,08%"
"04.02.2020","857,743","857,743","857,743","857,743","0,21%"
"03.02.2020","855,914","855,914","855,914","855,914","0,13%"
"31.01.2020","854,790","854,790","854,790","854,790","-0,01%"
"30.01.2020","854,842","854,842","854,842","854,842","-0,12%"
"29.01.2020","855,840","855,840","855,840","855,840","0,05%"
"28.01.2020","855,422","855,422","855,422","855,422","0,16%"
"27.01.2020","854,057","854,057","854,057","854,057","0,08%"
"24.01.2020","853,401","853,401","853,401","853,401","0,16%"
"23.01.2020","852,035","852,035","852,035","852,035","-0,06%"
"22.01.2020","852,561","852,561","852,561","852,561","0,13%"
"21.01.2020","851,429","851,429","851,429","851,429","0,13%"
"20.01.2020","850,297","850,297","850,297","850,297","-0,09%"
"17.01.2020","851,059","851,059","851,059","851,059","-0,20%"
"16.01.2020","852,777","852,777","852,777","852,777","0,16%"
"15.01.2020","851,403","851,403","851,403","851,403","0,22%"
"14.01.2020","849,553","849,553","849,553","849,553","0,16%"
"13.01.2020","848,178","848,178","848,178","848,178","-0,06%"
"10.01.2020","848,705","848,705","848,705","848,705","0,11%"
"09.01.2020","847,804","847,804","847,804","847,804","0,11%"
"08.01.2020","846,902","846,902","846,902","846,902","0,30%"
"07.01.2020","844,338","844,338","844,338","844,338","-0,20%"
"06.01.2020","846,050","846,050","846,050","846,050","0,11%"
"03.01.2020","845,146","845,146","845,146","845,146","-0,01%"
"02.01.2020","845,195","845,195","845,195","845,195","0,08%"
"01.01.2020","844,480","844,480","844,480","844,480","0,02%"
"31.12.2019","844,290","844,290","844,290","844,290","0,11%"
"30.12.2019","843,384","843,384","843,384","843,384","0,16%"
"27.12.2019","842,000","842,000","842,000","842,000","-0,06%"
"26.12.2019","842,525","842,525","842,525","842,525","0,20%"
"25.12.2019","840,854","840,854","840,854","840,854","0,02%"
"24.12.2019","840,662","840,662","840,662","840,662","0,08%"
"23.12.2019","839,991","839,991","839,991","839,991","0,36%"
"20.12.2019","836,937","836,937","836,937","836,937","-0,35%"
"19.12.2019","839,845","839,845","839,845","839,845","-0,38%"
"18.12.2019","843,016","843,016","843,016","843,016","0,17%"
"17.12.2019","841,622","841,622","841,622","841,622","-0,39%"
"16.12.2019","844,941","844,941","844,941","844,941","0,09%"
"13.12.2019","844,144","844,144","844,144","844,144","-0,44%"
"12.12.2019","847,850","847,850","847,850","847,850","0,08%"
"11.12.2019","847,179","847,179","847,179","847,179","0,17%"
"10.12.2019","845,775","845,775","845,775","845,775","0,31%"
"09.12.2019","843,153","843,153","843,153","843,153","-0,01%"
"06.12.2019","843,209","843,209","843,209","843,209","0,05%"
"05.12.2019","842,779","842,779","842,779","842,779","0,37%"
"04.12.2019","839,669","839,669","839,669","839,669","0,20%"
"03.12.2019","838,022","838,022","838,022","838,022","-0,04%"
"02.12.2019","838,316","838,316","838,316","838,316","-0,06%"
"29.11.2019","838,856","838,856","838,856","838,856","0,28%"
"28.11.2019","836,474","836,474","836,474","836,474","0,11%"
"27.11.2019","835,552","835,552","835,552","835,552","-0,01%"
"26.11.2019","835,602","835,602","835,602","835,602","-0,36%"
"25.11.2019","838,585","838,585","838,585","838,585","-0,15%"
"22.11.2019","839,868","839,868","839,868","839,868","-0,01%"
"21.11.2019","839,926","839,926","839,926","839,926","0,08%"
"20.11.2019","839,246","839,246","839,246","839,246","-0,21%"
"19.11.2019","841,032","841,032","841,032","841,032","0,05%"
"18.11.2019","840,599","840,599","840,599","840,599","0,12%"
"15.11.2019","839,610","839,610","839,610","839,610","-0,39%"
"14.11.2019","842,893","842,893","842,893","842,893","0,29%"
"13.11.2019","840,475","840,475","840,475","840,475","-0,33%"
"12.11.2019","843,274","843,274","843,274","843,274","0,17%"
"11.11.2019","841,845","841,845","841,845","841,845","0,08%"
"08.11.2019","841,162","841,162","841,162","841,162","-0,13%"
"07.11.2019","842,226","842,226","842,226","842,226","-0,45%"
"06.11.2019","846,059","846,059","846,059","846,059","-0,26%"
"05.11.2019","848,280","848,280","848,280","848,280","-0,07%"
"04.11.2019","848,864","848,864","848,864","848,864","-0,16%"
"01.11.2019","850,213","850,213","850,213","850,213","-0,13%"
"31.10.2019","851,314","851,314","851,314","851,314","0,20%"
"30.10.2019","849,611","849,611","849,611","849,611","0,05%"
"29.10.2019","849,182","849,182","849,182","849,182","0,17%"
"28.10.2019","847,732","847,732","847,732","847,732","0,08%"
"25.10.2019","847,047","847,047","847,047","847,047","-0,31%"
"24.10.2019","849,683","849,683","849,683","849,683","0,05%"
"23.10.2019","849,254","849,254","849,254","849,254","0,50%"
"22.10.2019","844,987","844,987","844,987","844,987","-0,22%"
"21.10.2019","846,855","846,855","846,855","846,855","-0,01%"
"18.10.2019","846,936","846,936","846,936","846,936","0,11%"
"17.10.2019","845,992","845,992","845,992","845,992","0,17%"
"16.10.2019","844,533","844,533","844,533","844,533","0,51%"
"15.10.2019","840,266","840,266","840,266","840,266","-0,28%"
"14.10.2019","842,641","842,641","842,641","842,641","0,17%"
"11.10.2019","841,182","841,182","841,182","841,182","0,52%"
"10.10.2019","836,789","836,789","836,789","836,789","0,36%"
"09.10.2019","833,809","833,809","833,809","833,809","0,36%"
"08.10.2019","830,836","830,836","830,836","830,836","0,14%"
"07.10.2019","829,635","829,635","829,635","829,635","-0,13%"
"04.10.2019","830,710","830,710","830,710","830,710","0,08%"
"03.10.2019","830,014","830,014","830,014","830,014","0,24%"
"02.10.2019","828,051","828,051","828,051","828,051","0,18%"
"01.10.2019","826,595","826,595","826,595","826,595","-0,08%"
"30.09.2019","827,288","827,288","827,288","827,288","0,10%"
"27.09.2019","826,463","826,463","826,463","826,463","0,12%"
"26.09.2019","825,510","825,510","825,510","825,510","0,15%"
"25.09.2019","824,304","824,304","824,304","824,304","0,05%"
"24.09.2019","823,857","823,857","823,857","823,857","-0,04%"
"23.09.2019","824,170","824,170","824,170","824,170","-0,13%"
"20.09.2019","825,247","825,247","825,247","825,247","0,39%"
"19.09.2019","822,006","822,006","822,006","822,006","0,24%"
"18.09.2019","820,037","820,037","820,037","820,037","-0,01%"
"17.09.2019","820,094","820,094","820,094","820,094","0,40%"
"16.09.2019","816,861","816,861","816,861","816,861","0,27%"
"13.09.2019","814,644","814,644","814,644","814,644","-0,18%"
"12.09.2019","816,083","816,083","816,083","816,083","0,12%"
"11.09.2019","815,125","815,125","815,125","815,125","0,12%"
"10.09.2019","814,166","814,166","814,166","814,166","-0,13%"
"09.09.2019","815,230","815,230","815,230","815,230","0,06%"
"06.09.2019","814,777","814,777","814,777","814,777","0,06%"
"05.09.2019","814,323","814,323","814,323","814,323","0,15%"
"04.09.2019","813,108","813,108","813,108","813,108","0,27%"
"03.09.2019","810,881","810,881","810,881","810,881","0,29%"
"02.09.2019","808,530","808,530","808,530","808,530","-0,16%"
"30.08.2019","809,842","809,842","809,842","809,842","0,46%"
"29.08.2019","806,102","806,102","806,102","806,102","0,12%"
"28.08.2019","805,139","805,139","805,139","805,139","-0,22%"
"27.08.2019","806,951","806,951","806,951","806,951","-0,35%"
"26.08.2019","809,790","809,790","809,790","809,790","-0,38%"
"23.08.2019","812,906","812,906","812,906","812,906","-0,20%"
"22.08.2019","814,502","814,502","814,502","814,502","0,06%"
"21.08.2019","814,048","814,048","814,048","814,048","0,31%"
"20.08.2019","811,538","811,538","811,538","811,538","-0,01%"
"19.08.2019","811,595","811,595","811,595","811,595","-0,13%"
"16.08.2019","812,681","812,681","812,681","812,681","0,25%"
"15.08.2019","810,681","810,681","810,681","810,681","-0,04%"
"14.08.2019","810,996","810,996","810,996","810,996","-0,13%"
"13.08.2019","812,086","812,086","812,086","812,086","0,15%"
"12.08.2019","810,854","810,854","810,854","810,854","-0,13%"
"09.08.2019","811,948","811,948","811,948","811,948","-0,07%"
"08.08.2019","812,527","812,527","812,527","812,527","0,15%"
"07.08.2019","811,292","811,292","811,292","811,292","0,25%"
"06.08.2019","809,281","809,281","809,281","809,281","0,41%"
"05.08.2019","805,983","805,983","805,983","805,983","-0,45%"
"02.08.2019","809,659","809,659","809,659","809,659","-0,07%"
"01.08.2019","810,240","810,240","810,240","810,240","0,12%"
"31.07.2019","809,262","809,262","809,262","809,262","-0,23%"
"30.07.2019","811,147","811,147","811,147","811,147","0,15%"
"29.07.2019","809,906","809,906","809,906","809,906","-0,01%"
"26.07.2019","809,969","809,969","809,969","809,969","0,09%"
"25.07.2019","809,249","809,249","809,249","809,249","-0,20%"
"24.07.2019","810,884","810,884","810,884","810,884","0,12%"
"23.07.2019","809,901","809,901","809,901","809,901","0,22%"
"22.07.2019","808,132","808,132","808,132","808,132","0,06%"
"19.07.2019","807,672","807,672","807,672","807,672","-0,07%"
"18.07.2019","808,260","808,260","808,260","808,260","0,09%"
"17.07.2019","807,537","807,537","807,537","807,537","-0,01%"
"16.07.2019","807,602","807,602","807,602","807,602","-0,27%"
"15.07.2019","809,775","809,775","809,775","809,775","0,06%"
"12.07.2019","809,315","809,315","809,315","809,315","-0,01%"
"11.07.2019","809,384","809,384","809,384","809,384","-0,01%"
"10.07.2019","809,453","809,453","809,453","809,453","0,35%"
"09.07.2019","806,613","806,613","806,613","806,613","0,19%"
"08.07.2019","805,096","805,096","805,096","805,096","0,19%"
"05.07.2019","803,579","803,579","803,579","803,579","0,48%"
"04.07.2019","799,701","799,701","799,701","799,701","0,03%"
"03.07.2019","799,498","799,498","799,498","799,498","-0,07%"
"02.07.2019","800,083","800,083","800,083","800,083","-0,04%"
"01.07.2019","800,407","800,407","800,407","800,407","0,19%"
"28.06.2019","798,889","798,889","798,889","798,889","0,32%"
"27.06.2019","796,323","796,323","796,323","796,323","-0,04%"
"26.06.2019","796,643","796,643","796,643","796,643","0,09%"
"25.06.2019","795,913","795,913","795,913","795,913","-0,17%"
"24.06.2019","797,287","797,287","797,287","797,287","-0,07%"
"21.06.2019","797,875","797,875","797,875","797,875","0,63%"
"20.06.2019","792,879","792,879","792,879","792,879","0,06%"
"19.06.2019","792,410","792,410","792,410","792,410","0,32%"
"18.06.2019","789,847","789,847","789,847","789,847","0,09%"
"17.06.2019","789,115","789,115","789,115","789,115","-0,07%"
"14.06.2019","789,691","789,691","789,691","789,691","0,09%"
"13.06.2019","788,958","788,958","788,958","788,958","0,39%"
"12.06.2019","785,874","785,874","785,874","785,874","-0,01%"
"11.06.2019","785,923","785,923","785,923","785,923","0,19%"
"10.06.2019","784,406","784,406","784,406","784,406","0,23%"
"07.06.2019","782,630","782,630","782,630","782,630","0,33%"
"06.06.2019","780,076","780,076","780,076","780,076","0,16%"
"05.06.2019","778,822","778,822","778,822","778,822","-0,11%"
"04.06.2019","779,645","779,645","779,645","779,645","0,80%"
"03.06.2019","773,474","773,474","773,474","773,474","0,13%"
"31.05.2019","772,480","772,480","772,480","772,480","0,26%"
"30.05.2019","770,458","770,458","770,458","770,458","0,10%"
"29.05.2019","769,721","769,721","769,721","769,721","0,70%"
"28.05.2019","764,376","764,376","764,376","764,376","0,50%"
"27.05.2019","760,587","760,587","760,587","760,587","0,00%"
"26.05.2019","760,587","760,587","760,587","760,587","0,03%"
"24.05.2019","760,358","760,358","760,358","760,358","0,16%"
"23.05.2019","759,113","759,113","759,113","759,113","0,20%"
"22.05.2019","757,615","757,615","757,615","757,615","0,10%"
"21.05.2019","756,877","756,877","756,877","756,877","0,33%"
"20.05.2019","754,368","754,368","754,368","754,368","0,06%"
"17.05.2019","753,882","753,882","753,882","753,882","-0,30%"
"16.05.2019","756,183","756,183","756,183","756,183","-0,14%"
"15.05.2019","757,223","757,223","757,223","757,223","-0,10%"
"14.05.2019","758,014","758,014","758,014","758,014","0,23%"
"13.05.2019","756,253","756,253","756,253","756,253","-0,20%"
"12.05.2019","757,784","757,784","757,784","757,784","0,03%"
"10.05.2019","757,555","757,555","757,555","757,555","0,27%"
"09.05.2019","755,538","755,538","755,538","755,538","0,06%"
"08.05.2019","755,052","755,052","755,052","755,052","0,34%"
"07.05.2019","752,527","752,527","752,527","752,527","-0,07%"
"06.05.2019","753,059","753,059","753,059","753,059","-0,07%"
"05.05.2019","753,569","753,569","753,569","753,569","0,03%"
"03.05.2019","753,338","753,338","753,338","753,338","0,40%"
"02.05.2019","750,302","750,302","750,302","750,302","-0,10%"
"01.05.2019","751,066","751,066","751,066","751,066","0,17%"
"30.04.2019","749,814","749,814","749,814","749,814","0,07%"
"29.04.2019","749,326","749,326","749,326","749,326","-0,07%"
"28.04.2019","749,836","749,836","749,836","749,836","0,03%"
"26.04.2019","749,602","749,602","749,602","749,602","0,07%"
"25.04.2019","749,114","749,114","749,114","749,114","-0,04%"
"24.04.2019","749,392","749,392","749,392","749,392","-0,31%"
"23.04.2019","751,721","751,721","751,721","751,721","0,27%"
"22.04.2019","749,695","749,695","749,695","749,695","0,07%"
"19.04.2019","749,183","749,183","749,183","749,183","0,03%"
"18.04.2019","748,950","748,950","748,950","748,950","0,34%"
"17.04.2019","746,415","746,415","746,415","746,415","-0,17%"
"16.04.2019","747,717","747,717","747,717","747,717","-0,11%"
"15.04.2019","748,510","748,510","748,510","748,510","0,21%"
"14.04.2019","746,971","746,971","746,971","746,971","0,03%"
"12.04.2019","746,738","746,738","746,738","746,738","-0,11%"
"11.04.2019","747,532","747,532","747,532","747,532","-0,11%"
"10.04.2019","748,330","748,330","748,330","748,330","0,31%"
"09.04.2019","746,040","746,040","746,040","746,040","-0,18%"
"08.04.2019","747,352","747,352","747,352","747,352","-0,14%"
"07.04.2019","748,384","748,384","748,384","748,384","0,03%"
"05.04.2019","748,153","748,153","748,153","748,153","0,13%"
"04.04.2019","747,147","747,147","747,147","747,147","0,20%"
"03.04.2019","745,625","745,625","745,625","745,625","-0,31%"
"02.04.2019","747,980","747,980","747,980","747,980","-0,04%"
"01.04.2019","748,269","748,269","748,269","748,269","0,28%"
"31.03.2019","746,195","746,195","746,195","746,195","0,03%"
"29.03.2019","745,964","745,964","745,964","745,964","-0,07%"
"28.03.2019","746,511","746,511","746,511","746,511","1,40%"
"27.03.2019","736,237","736,237","736,237","736,237","-0,73%"
"26.03.2019","741,648","741,648","741,648","741,648","-0,14%"
"25.03.2019","742,710","742,710","742,710","742,710","0,24%"
"24.03.2019","740,898","740,898","740,898","740,898","0,91%"
"22.03.2019","734,250","734,250","734,250","734,250","-0,97%"
"21.03.2019","741,460","741,460","741,460","741,460","-0,98%"
"20.03.2019","748,790","748,790","748,790","748,790","0,28%"
"19.03.2019","746,730","746,730","746,730","746,730","0,21%"
"18.03.2019","745,190","745,190","745,190","745,190","0,18%"
"17.03.2019","743,887","743,887","743,887","743,887","0,03%"
"15.03.2019","743,660","743,660","743,660","743,660","0,10%"
"14.03.2019","742,900","742,900","742,900","742,900","-1,02%"